id,topic_id,difficulty_level_id,question_type_id,question_text,correct_answer,metadata_json,source,is_active,created_at
c061312e-65ca-588c-a86a-1a60f7da740b,dfb71247-0ffa-569c-965c-9ff56159c7d1,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Reading comprehension can help strengthen classroom understanding.,true,"{""topic_name"":""Reading comprehension"",""subject_id"":""19f9382c-c3e6-5c61-8e0b-e42a53ba49ed"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
0efa9ed1-747b-5db2-a7da-a46ac38fa4ce,f1c8133d-6edd-51bc-b8ff-160794a47735,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Writing structure'?,the main idea,"{""topic_name"":""Writing structure"",""subject_id"":""19f9382c-c3e6-5c61-8e0b-e42a53ba49ed"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
8e972506-205e-5d0c-9ba6-b83cf3a1669b,f1c8133d-6edd-51bc-b8ff-160794a47735,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Writing structure.,A correct answer should use the main idea of Writing structure.,"{""topic_name"":""Writing structure"",""subject_id"":""19f9382c-c3e6-5c61-8e0b-e42a53ba49ed"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
c1f351e9-727c-50e6-abaf-d63d317ad2da,f1c8133d-6edd-51bc-b8ff-160794a47735,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Writing structure can help strengthen classroom understanding.,true,"{""topic_name"":""Writing structure"",""subject_id"":""19f9382c-c3e6-5c61-8e0b-e42a53ba49ed"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
cc90debb-f384-5fd9-83f4-d6034d0b7e5d,2e6b1c5b-ff6c-5ab7-9b6f-b371a6ad958a,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which word means the same as 'quick'?,fast,"{""topic_name"":""Vocabulary"",""subject_id"":""19f9382c-c3e6-5c61-8e0b-e42a53ba49ed"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
b813e0e7-d245-5c1b-8b2c-6fb00150f373,2e6b1c5b-ff6c-5ab7-9b6f-b371a6ad958a,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Vocabulary.,A correct answer should use the main idea of Vocabulary.,"{""topic_name"":""Vocabulary"",""subject_id"":""19f9382c-c3e6-5c61-8e0b-e42a53ba49ed"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
11120931-1a66-534b-8946-8ea3e3e12cfc,2e6b1c5b-ff6c-5ab7-9b6f-b371a6ad958a,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Vocabulary can help strengthen classroom understanding.,true,"{""topic_name"":""Vocabulary"",""subject_id"":""19f9382c-c3e6-5c61-8e0b-e42a53ba49ed"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
5e907827-2e5d-5e24-be73-82f500aa3130,a03fb1cb-70e8-5995-8400-704c65806b94,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which word means the same as 'quick'?,fast,"{""topic_name"":""Vocabulary"",""subject_id"":""d8815ba0-649a-5bb6-9b62-3b7bd1d0e638"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
e59f28f6-4380-508f-9dee-64b27e7f766a,a03fb1cb-70e8-5995-8400-704c65806b94,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Vocabulary.,A correct answer should use the main idea of Vocabulary.,"{""topic_name"":""Vocabulary"",""subject_id"":""d8815ba0-649a-5bb6-9b62-3b7bd1d0e638"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
db87a366-f5dc-532f-bfa2-51af5c6f3bc6,a03fb1cb-70e8-5995-8400-704c65806b94,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Vocabulary can help strengthen classroom understanding.,true,"{""topic_name"":""Vocabulary"",""subject_id"":""d8815ba0-649a-5bb6-9b62-3b7bd1d0e638"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
b2df0861-52bd-5cbc-8271-a4f6f8e200d0,6cd1e053-297b-5821-aceb-cb55f7f6366a,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Grammar'?,the main idea,"{""topic_name"":""Grammar"",""subject_id"":""d8815ba0-649a-5bb6-9b62-3b7bd1d0e638"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
a3d1da46-7da2-5021-a01c-5168cfdbccc4,6cd1e053-297b-5821-aceb-cb55f7f6366a,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Grammar.,A correct answer should use the main idea of Grammar.,"{""topic_name"":""Grammar"",""subject_id"":""d8815ba0-649a-5bb6-9b62-3b7bd1d0e638"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
e06304e0-b908-5a5d-b413-9f8e34380659,6cd1e053-297b-5821-aceb-cb55f7f6366a,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Every complete sentence should express a full idea.,true,"{""topic_name"":""Grammar"",""subject_id"":""d8815ba0-649a-5bb6-9b62-3b7bd1d0e638"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
e7f3685a-d08d-5398-922f-4d1b987cf3ee,cadf61c7-1e20-583c-a655-6ffb20ea8eaf,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Short reading'?,the main idea,"{""topic_name"":""Short reading"",""subject_id"":""d8815ba0-649a-5bb6-9b62-3b7bd1d0e638"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
140ed954-1d34-5617-bfaa-21893b954c2c,cadf61c7-1e20-583c-a655-6ffb20ea8eaf,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Short reading.,A correct answer should use the main idea of Short reading.,"{""topic_name"":""Short reading"",""subject_id"":""d8815ba0-649a-5bb6-9b62-3b7bd1d0e638"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
26efdcb6-27d7-5369-a19c-ae36f5fcdc21,cadf61c7-1e20-583c-a655-6ffb20ea8eaf,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Short reading can help strengthen classroom understanding.,true,"{""topic_name"":""Short reading"",""subject_id"":""d8815ba0-649a-5bb6-9b62-3b7bd1d0e638"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
1e611a37-00d6-538a-a2f3-9aefa606d14c,eef7167c-f87a-59d0-bb1e-82dc5473bef3,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which fraction is equal to one half?,2/4,"{""topic_name"":""Fractions"",""subject_id"":""d2b215ea-c319-5dbf-96d4-8b9754683c2a"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
3c230f2f-7d2b-53ea-902d-7bc078f22f2a,eef7167c-f87a-59d0-bb1e-82dc5473bef3,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Fractions.,A correct answer should use the main idea of Fractions.,"{""topic_name"":""Fractions"",""subject_id"":""d2b215ea-c319-5dbf-96d4-8b9754683c2a"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
b23e5c3b-3528-58d2-ba43-0c939007ba8c,eef7167c-f87a-59d0-bb1e-82dc5473bef3,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Fractions can help strengthen classroom understanding.,true,"{""topic_name"":""Fractions"",""subject_id"":""d2b215ea-c319-5dbf-96d4-8b9754683c2a"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
58ce2d03-ef9a-575d-9730-612678645bed,1315c5fd-5d36-50df-b379-5584de015091,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,How many sides does a rectangle have?,4,"{""topic_name"":""Geometry"",""subject_id"":""d2b215ea-c319-5dbf-96d4-8b9754683c2a"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
cfc339c5-f1e0-57a7-9bad-aeaa2e403524,1315c5fd-5d36-50df-b379-5584de015091,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Geometry.,A correct answer should use the main idea of Geometry.,"{""topic_name"":""Geometry"",""subject_id"":""d2b215ea-c319-5dbf-96d4-8b9754683c2a"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
7e6c8945-3cc7-56a6-966c-9ffb982dca47,1315c5fd-5d36-50df-b379-5584de015091,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Geometry can help strengthen classroom understanding.,true,"{""topic_name"":""Geometry"",""subject_id"":""d2b215ea-c319-5dbf-96d4-8b9754683c2a"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
34b1c701-e868-55b5-93af-31fc2491fcc3,57aced98-bcdc-5b38-9a40-531b8d76f6a1,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Word problems'?,the main idea,"{""topic_name"":""Word problems"",""subject_id"":""d2b215ea-c319-5dbf-96d4-8b9754683c2a"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
ccec8060-00df-584b-a088-b0959e430518,57aced98-bcdc-5b38-9a40-531b8d76f6a1,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Word problems.,A correct answer should use the main idea of Word problems.,"{""topic_name"":""Word problems"",""subject_id"":""d2b215ea-c319-5dbf-96d4-8b9754683c2a"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
53e464a8-4093-506f-a9bd-603d069606f1,57aced98-bcdc-5b38-9a40-531b8d76f6a1,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,A word problem should be read carefully before choosing the operation.,true,"{""topic_name"":""Word problems"",""subject_id"":""d2b215ea-c319-5dbf-96d4-8b9754683c2a"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
070dd457-c5e9-5eba-aa14-66cdba80d7c5,d11caf06-ff7d-57a6-88fe-9201f3fc37fe,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Reading comprehension'?,the main idea,"{""topic_name"":""Reading comprehension"",""subject_id"":""85154353-28a2-55bc-a272-63eb4efbbd92"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
d73e1a6f-f604-59d3-b0e9-cd23c98d7f7e,d11caf06-ff7d-57a6-88fe-9201f3fc37fe,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Reading comprehension.,A correct answer should use the main idea of Reading comprehension.,"{""topic_name"":""Reading comprehension"",""subject_id"":""85154353-28a2-55bc-a272-63eb4efbbd92"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
b71eb4dc-f27b-551c-bc1e-2310c761b78b,d11caf06-ff7d-57a6-88fe-9201f3fc37fe,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Reading comprehension can help strengthen classroom understanding.,true,"{""topic_name"":""Reading comprehension"",""subject_id"":""85154353-28a2-55bc-a272-63eb4efbbd92"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
13046799-6985-5e8c-8ec6-e08db8dd652b,65170e85-2ebb-53e9-a774-672b7e6c7bb5,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Writing structure'?,the main idea,"{""topic_name"":""Writing structure"",""subject_id"":""85154353-28a2-55bc-a272-63eb4efbbd92"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
d29e404d-9e40-5cf0-8428-716ef84d1482,65170e85-2ebb-53e9-a774-672b7e6c7bb5,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Writing structure.,A correct answer should use the main idea of Writing structure.,"{""topic_name"":""Writing structure"",""subject_id"":""85154353-28a2-55bc-a272-63eb4efbbd92"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
a3e37ac9-2be4-5db5-aa1d-ccf52bfc356a,65170e85-2ebb-53e9-a774-672b7e6c7bb5,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Writing structure can help strengthen classroom understanding.,true,"{""topic_name"":""Writing structure"",""subject_id"":""85154353-28a2-55bc-a272-63eb4efbbd92"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
73a58ef9-2a47-5a6d-9ca0-a981f079f25c,ab289dd9-8632-50b1-9827-989c6977b187,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which word means the same as 'quick'?,fast,"{""topic_name"":""Vocabulary"",""subject_id"":""85154353-28a2-55bc-a272-63eb4efbbd92"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
edcf2496-66c5-533b-b1ba-2baa12609bba,ab289dd9-8632-50b1-9827-989c6977b187,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Vocabulary.,A correct answer should use the main idea of Vocabulary.,"{""topic_name"":""Vocabulary"",""subject_id"":""85154353-28a2-55bc-a272-63eb4efbbd92"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
3bbdee7a-3671-5327-95a3-e5d603bf7a00,ab289dd9-8632-50b1-9827-989c6977b187,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Vocabulary can help strengthen classroom understanding.,true,"{""topic_name"":""Vocabulary"",""subject_id"":""85154353-28a2-55bc-a272-63eb4efbbd92"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
83a45133-3e89-5a61-9ae9-349e9dadb4d3,762f6caf-f12c-56d0-b0d9-8318628a1e35,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which word means the same as 'quick'?,fast,"{""topic_name"":""Vocabulary"",""subject_id"":""6abf1e4d-17c6-512d-8860-d42c1d28cf55"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
907c51c1-5882-52c0-baf5-2173abab0699,762f6caf-f12c-56d0-b0d9-8318628a1e35,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Vocabulary.,A correct answer should use the main idea of Vocabulary.,"{""topic_name"":""Vocabulary"",""subject_id"":""6abf1e4d-17c6-512d-8860-d42c1d28cf55"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
93de94de-fe67-57a2-a0e8-9a035636a869,762f6caf-f12c-56d0-b0d9-8318628a1e35,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Vocabulary can help strengthen classroom understanding.,true,"{""topic_name"":""Vocabulary"",""subject_id"":""6abf1e4d-17c6-512d-8860-d42c1d28cf55"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
5e36022e-62cb-555f-92d4-f4f6cfc9f97b,52f17841-e18a-538f-bfa9-b87a228c562c,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Grammar'?,the main idea,"{""topic_name"":""Grammar"",""subject_id"":""6abf1e4d-17c6-512d-8860-d42c1d28cf55"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
80bb8303-ed9b-5beb-996e-272666474668,52f17841-e18a-538f-bfa9-b87a228c562c,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Grammar.,A correct answer should use the main idea of Grammar.,"{""topic_name"":""Grammar"",""subject_id"":""6abf1e4d-17c6-512d-8860-d42c1d28cf55"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
020574cb-8464-5441-be2e-ffba9224c6c0,52f17841-e18a-538f-bfa9-b87a228c562c,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Every complete sentence should express a full idea.,true,"{""topic_name"":""Grammar"",""subject_id"":""6abf1e4d-17c6-512d-8860-d42c1d28cf55"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
2ad557cf-9d04-5f6a-a340-25dc44b4a294,99f54ca6-10ff-5146-9702-cd0db1776845,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Short reading'?,the main idea,"{""topic_name"":""Short reading"",""subject_id"":""6abf1e4d-17c6-512d-8860-d42c1d28cf55"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
ef85fd96-232c-56fa-a3c6-fba78d8e2b35,99f54ca6-10ff-5146-9702-cd0db1776845,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Short reading.,A correct answer should use the main idea of Short reading.,"{""topic_name"":""Short reading"",""subject_id"":""6abf1e4d-17c6-512d-8860-d42c1d28cf55"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
cac9b1ee-d2d3-5cfd-9925-636faec8e545,99f54ca6-10ff-5146-9702-cd0db1776845,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Short reading can help strengthen classroom understanding.,true,"{""topic_name"":""Short reading"",""subject_id"":""6abf1e4d-17c6-512d-8860-d42c1d28cf55"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
f205a1a4-e3ba-5ee4-82f5-22ed2bbd6335,de8cbdd7-58bc-5046-b5a9-5123cc6a4f37,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which fraction is equal to one half?,2/4,"{""topic_name"":""Fractions"",""subject_id"":""06034aef-43a8-5f21-8e49-0a154a329960"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
29edadeb-94e5-52b0-a8a5-c8c078379ddc,de8cbdd7-58bc-5046-b5a9-5123cc6a4f37,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Fractions.,A correct answer should use the main idea of Fractions.,"{""topic_name"":""Fractions"",""subject_id"":""06034aef-43a8-5f21-8e49-0a154a329960"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
132be085-e066-5602-9128-b1729fd41760,de8cbdd7-58bc-5046-b5a9-5123cc6a4f37,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Fractions can help strengthen classroom understanding.,true,"{""topic_name"":""Fractions"",""subject_id"":""06034aef-43a8-5f21-8e49-0a154a329960"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
